238	36.9	1.95	1174	38.3	50	46.3	25.5	28.3
239	33.1	2.5	1250	38.5	46.2	45.2	25.5	28.5
240	36.9	2.2	715	38.3	53.9	48.7	25.4	28.6
241	43.4	2	875	38.7	46.2	45.5	25.2	28.5
242	24.25	1.2	732	37.6	51.7	44.9	25	28.4
243	23.6	1.8	464	37.3	53.2	40.9	24.8	28.4
244	22.15	1.7	358	36.3	57.6	40	24.7	28.2
245	22.2	2.15	308	35.1	62.5	39.3	24.5	28
246	13	1.55	195	34.7	60.9	37.4	24.4	27.8
247	13.2	0.85	90	33.2	65.5	34.6	24.2	27.5
248	10.95	-0.05	46	32.5	67.5	33.4	24	27.3
249	5.35	-0.35	13	31.3	69.8	31.7	23.8	27.1
250	3.85	-2.4	0	30.3	74.5	30.5	23.6	26.9
251	0.65	-1.65	0	29.4	79.2	29.9	23.5	26.6
252	2.05	-1.9	0	29	82	29.6	23.3	26.4
253	1.35	-1.6	13	29	79.5	29.4	23.2	26.3
254	1.4	-1.25	13	28.8	80.6	28.9	23	26.1
255	2	-1.6	6	28.5	81.4	28.8	22.9	25.9
256	1.55	-1.45	0	28.5	81	29	22.8	25.8
257	0.55	-1.35	0	28.4	80.9	28.9	22.7	25.6
258	6.5	-0.85	11	28.6	78.3	28.7	22.6	25.5
259	2.45	-1.1	0	28.6	78	28.8	22.5	25.4
260	2.65	-1.25	0	28.5	78.3	28.9	22.4	25.3
261	1.9	-0.95	0	27.9	80.5	28.5	22.3	25.2
262	0.6	-1	0	27.8	81.9	28.2	22.3	25.1
263	1.4	-1.65	13	27.6	81.9	28.1	22.2	25
264	1	-1.2	0	27.6	80.7	27.9	22.2	24.9
265	1.45	-0.7	0	27.6	80.9	27.9	22	24.8
266	1.8	-0.65	13	27.6	79.8	27.8	22	24.7
267	1.3	-1.7	11	27.5	79.3	27.9	21.9	24.6
268	0.6	-1.15	0	27.2	82	27.6	21.9	24.5
269	0.75	-0.9	6	26.9	82.4	27.1	21.8	24.5
270	0.9	-0.95	10	26.6	84.4	27	21.8	24.4
271	0.7	1.4	38	26.7	84.7	27.5	21.8	24.3
272	1.8	4.3	108	27.8	83.3	29.8	21.7	24.3
273	5.1	5.5	177	29	77.6	31.2	21.8	24.3
274	8.95	7.8	214	29.7	74.9	32.3	21.8	24.4
275	16.2	6.75	290	31	72.7	35	21.8	24.4
276	19.7	8.3	388	32.7	66.5	39.4	21.9	24.5
277	17.65	6.25	536	34.2	65.4	40.2	22.2	24.7
278	23.2	4.35	685	35.2	62	39.7	22.4	24.8
279	25.65	4.7	778	36.1	59.1	42.2	22.6	25
280	22.35	2.9	435	35.6	57.3	39.3	22.8	25.3
281	22.15	2.35	602	36	58	40.4	22.8	25.4
282	18.65	2.85	648	35.1	59.9	40.7	22.9	25.5
283	17	3	535	35	59.1	39.9	22.9	25.5
284	16.95	3.35	450	35.2	57.7	39.3	23	25.6
285	21.05	2.5	749	35.2	56.8	42.3	23.1	25.7
286	19.55	2.75	579	35.5	55	40.9	23.2	25.9
287	15.95	2.05	467	34.9	57.9	39.3	23.2	25.9
288	20.25	2.5	747	35.5	55	41.9	23.2	26
289	17.8	1.7	575	35.8	56.4	41.9	23.1	26
290	18.7	1.75	388	35.1	55	38.6	23.1	26
291	17	1.2	364	35.7	54.8	39.9	23	25.9
292	16.5	0.95	195	33.9	59.6	36.7	23	25.9
293	11.15	0.8	147	33.8	60.7	35.6	22.8	25.7
294	5.25	0.5	121	33.1	68.1	34.6	22.7	25.6
295	3.1	1.8	56	32.5	73.1	33.7	22.7	25.5
296	2	-0.65	21	31.7	75.8	32.3	22.5	25.4
297	1.75	-0.75	13	30.9	78.5	31.4	22.4	25.3
298	0.95	-1.8	0	30.5	80.9	30.9	22.3	25.1
299	0.95	-1.5	0	29.9	81.4	30.3	22.2	24.9
300	4.3	-1.55	0	29.6	82.3	30	22.1	24.8
301	0.75	-1.2	0	29.4	83.2	29.8	22	24.7
302	1.2	-2.3	0	29.4	84.3	29.7	21.9	24.6
303	1.45	-1.5	0	29	85.4	29.3	21.8	24.5
304	0.95	-0.3	13	27.8	81.1	28.2	21.7	24.4
318	0.6	-0.55	11	25.8	91	26.6	20.7	23.1
319	0.85	-0.4	23	26.3	90.6	27.1	20.7	23.1
320	0.55	1.15	71	26.6	90.5	27.8	20.7	23.1
321	2.05	4	150	28.5	86.7	30.4	20.7	23.1
322	4.5	5.2	195	29.2	85.2	31.4	20.8	23.1
323	3.9	3.85	241	30	83.8	33.3	20.8	23.2
324	12.85	9.1	398	31.7	80.1	37.5	21	23.3
325	16.4	11.6	678	33.6	74.3	39.6	23.9	23.5
326	25.4	5.65	852	34.8	70.3	41.2	24.1	27.6
327	18.35	3.8	817	35.6	66.3	41.3	24.3	27
328	33.25	4.85	999	36.5	60	40.5	24.5	26.9
329	45.6	7.3	1324	38.5	51.2	41.5	24.8	26.9
330	38.35	11.55	730	37	54.8	38.3	25	26.9
331	63.4	11.35	1027	38.1	52.9	41.4	25.2	26.9
332	55.7	12.05	894	38.2	55.5	40.9	25.3	27
333	57.55	12	925	37.8	56.2	39.5	25.4	27
334	34.05	10.8	474	36.1	59.3	37	25.3	26.8
335	29.9	10.05	390	35.9	61.8	36.3	25.3	26.7
336	33.45	9.8	361	35.4	66.1	35.6	25.2	26.5
337	21.9	8.9	256	34.7	66.5	35.5	25.1	26.4
338	22.95	9.9	319	34.6	66	35.5	25	26.3
339	30.75	12.95	360	35.6	64.7	37.4	25	26.3
340	35.95	12.4	288	35	64.5	36.3	25	26.3
341	28.5	8	231	34.1	67.8	35.2	24.9	26.2
342	31.4	9.95	283	34.7	63.3	35.9	24.8	26.1
343	20.15	4.55	140	34	66.6	34.8	24.8	26.1
344	10	1.05	55	32.7	71.8	33.2	24.8	26
345	4.8	-1	13	31.5	73.6	31.5	24.6	25.9
346	6.9	-1.95	0	30.4	75.4	30.4	24.5	25.7
347	2.15	-2.3	0	29.7	78.7	29.8	24.4	25.6
348	1.85	-1.55	0	29.3	80.8	29.4	24.3	25.5
349	0.6	-1.8	0	29	82.2	29.1	24.3	25.4
350	1.3	-1.35	13	28.7	83.3	28.8	24.2	25.3
351	0.35	-1.65	0	28.3	85.3	28.6	24.1	25.2
352	1.3	-1.35	0	28.2	84.8	28.4	24	25.2
353	1.45	-1.65	6	27.9	85.7	28.2	24	25.1
354	0.25	-1.8	0	27.7	85.6	28	23.9	25.1
355	1.7	-1.75	9	27.8	83.8	28	23.9	25
356	1.55	-1.5	0	27.8	81.3	28	23.8	24.9
357	1.7	-1.5	13	27.8	82	27.9	23.8	24.8
358	1.35	-1.2	0	27.7	81.8	27.8	23.7	24.8
359	1	-1.35	0	27.5	82.5	27.7	23.6	24.8
360	1.55	-2.15	13	27.2	83.8	27.3	23.6	24.7
361	0.7	-1.8	0	26.7	86.1	27	23.6	24.7
362	0.5	-1.8	13	26.6	85.5	27	23.5	24.6
363	0.8	-1.7	9	26.4	86.8	26.7	23.5	24.6
364	0.25	-1.9	11	26.5	87.5	26.7	23.4	24.6
365	0.3	-2.85	0	26.1	88	26.5	23.4	24.6
366	0.45	-1.4	13	26.1	88.6	26.3	23.4	24.5
367	1.55	0.25	33	26.3	88.2	27.1	23.3	24.4
368	2.8	4.05	97	27.6	85.1	29.8	23.4	24.5
369	11.5	9.05	219	29.2	77.7	31.4	23.4	24.5
370	15.65	9.6	225	30.9	73	32.2	23.5	24.6
371	22.85	11.3	274	31.6	72.3	36.3	23.5	24.7
372	33.3	13.35	354	32.8	67.9	37.9	23.7	24.8
373	37.85	16.55	665	33.8	68	36.7	23.9	25
374	42.15	13.55	964	35.3	63.7	37.2	24.2	25.2
375	57.9	15.2	1037	36.3	60.2	38.2	24.4	25.4
376	67.65	14.65	1178	37.2	57.3	38.3	24.8	25.8
377	81.75	14.8	1274	37.3	54.2	38.9	25	26.1
378	68.95	14.5	1380	38	53.7	39.6	25.3	26.4
379	73.15	14.3	1380	38	50.8	43	25.5	26.8
380	87.6	14.1	1295	38.2	51.3	44.6	25.8	27.2
381	81.6	13.9	1380	39.1	49.7	43.3	25.9	27.4
382	72.65	12.5	1202	37.9	51.8	42.4	25.9	27.6
383	67.5	12.5	1206	39	50.2	43.3	25.9	27.7
384	75.35	12.1	1090	39.2	48.1	44.3	25.8	27.6
385	69.35	12	841	38.1	50.4	40.9	25.6	27.5
386	70.6	12	825	38.1	49.9	43.3	25.4	27.5
387	69.9	11.5	630	38	49.9	39.5	25.3	27.4
388	56.45	10.6	324	36.8	54	38.5	25.1	27.3
389	45.3	10.45	328	36.8	54.9	38.4	25	27.2
390	28.25	6.6	221	35.9	54.6	37.4	24.8	27.1
391	14.2	2.5	86	34.3	67.7	35.1	24.7	27
392	9.4	0.85	41	33.1	69.1	33.6	24.5	26.8
393	4.95	-1	13	32.1	72.5	32.2	24.4	26.7
394	5.55	-1.85	9	31.2	75.3	31.2	24.2	26.5
395	6.65	-1.6	9	30.9	74.4	30.9	24.1	26.4
396	4.15	-1.6	9	30.5	75.3	30.6	23.9	26.3
397	3.35	-1.7	9	30.2	76.5	30.2	24	26.1
398	6.55	-2.1	0	29.9	77	29.9	23.8	26
399	9.3	-0.35	13	29.5	78.7	29.5	23.6	25.9
400	4.3	-1.25	13	29.6	77.1	29.3	23.5	25.8
401	2	-0.85	13	29.2	78.6	29	23.5	25.8
402	1.35	-1.85	0	28.8	79.6	28.8	23.4	25.7
403	2.1	-0.4	0	28.4	80.8	28.3	23.3	25.6
404	2.7	-2.2	13	28.4	80.3	28.2	23.2	25.5
405	1.85	-0.4	13	28	82	28	23.2	25.4
406	0.25	-0.95	0	27.7	82.7	27.7	23.1	25.4
407	0.9	-0.65	0	27.6	83.2	27.6	23	25.3
408	0.5	-0.45	9	27.6	83.7	27.6	23	25.2
409	10.4	-0.2	0	27.6	82.9	27.6	22.9	25.2
410	2.45	-1.45	0	27.7	82.5	27.5	22.9	25.1
411	1	-0.25	9	27.5	83.3	27.4	22.8	25.1
412	2.05	-1	9	27.3	83.3	27.3	22.8	25
413	0.8	-1.3	0	27.1	83.4	27.1	22.7	24.9
414	1.4	-1.9	13	27.3	82.6	27.3	22.7	24.9
416	9.25	5.85	130	28.2	81.7	31.1	22.7	24.9
417	12.95	10.4	255	30	76.2	33.1	22.7	24.9
418	20.95	9.7	225	31.7	72.2	33.9	22.7	25
419	25.2	11.1	277	33.2	66.8	37.5	22.8	25.1
420	36.1	12.05	340	34.1	65	39.9	22.9	25.3
421	41.65	10.6	796	35.5	62.1	39.3	23.2	25.4
422	45.15	9.35	975	37.2	58.3	39	23.5	25.6
423	47.2	7.6	1060	38.1	52.5	42.2	23.8	25.9
424	60.15	6.6	1208	39.3	48.4	40.3	24.1	26.3
425	69	6.9	1274	38.6	54.7	41.7	24.5	26.7
426	46.7	6.5	1380	38.9	50.1	43.1	24.8	27.2
427	57.2	6.1	1079	39	51.2	47.7	25.1	27.7
428	70.75	5.95	1380	39.1	47.8	46.8	25.4	28.1
429	67.15	6.1	1380	39.8	47.5	48	25.6	28.4
430	57.35	5.05	1202	39.3	48.9	45.1	25.7	28.6
431	46	4.25	1167	39.6	46.7	45.2	25.7	28.6
432	68.55	4.75	1057	39.1	47.5	46.3	25.5	28.4
433	49.55	4.15	600	39.2	49.5	45.6	25.3	28.3
434	26.05	4.45	795	39	48.7	46.3	25.1	28.2
435	40.75	4.4	593	37.8	52.2	41.5	25	28.2
436	27.5	4.1	306	37.6	52.6	41	24.8	28
437	21.65	3.35	299	36.9	57.9	40	24.7	27.9
438	15.7	2.8	181	36.3	59.6	38	24.5	27.8
439	5.85	1.9	105	34.8	62.9	35.5	24.4	27.6
440	3.2	1.2	47	33.3	68.4	33.9	24.2	27.4
441	3.7	0.05	13	32.2	70.6	32.3	24.1	27.2
442	4.75	-1.3	0	31.2	73.2	31.3	23.8	27
443	4.1	-1.25	0	30.7	74.3	30.8	23.7	26.8
444	6.6	-1.05	0	30.2	75.3	30.2	23.5	26.6
445	3.7	-1.55	0	29.9	75.5	29.8	23.4	26.4
446	5.2	-1	0	30.4	73.4	30.2	23.3	26.2
447	5.55	-1.1	0	30	74.3	29.9	23.1	26.1
448	5.5	-1.2	0	29.9	72.7	29.8	23	26
449	4.6	-0.9	0	29.4	73.7	29.2	22.9	25.8
450	3.75	-0.75	10	29.1	74.6	28.9	22.8	25.7
451	1.2	-0.2	13	28.5	77.7	28.3	22.7	25.6
452	1.05	-0.8	0	28.2	79.4	28.1	22.6	25.4
453	1.6	-0.8	9	28	81	27.9	22.6	25.4
454	1.95	-0.7	0	27.6	82.3	27.7	22.5	25.3
455	0.1	-0.95	0	27.4	83.5	27.5	22.4	25.2
456	1.05	-0.75	13	27.4	83	27.5	22.3	25.1
457	0.45	-0.75	0	27.2	84.4	27.3	22.3	25
458	2.05	-1.3	13	27.3	82.4	27.4	22.2	24.9
459	1.15	-0.75	0	27.6	82	27.3	22.1	24.8
460	1.05	-0.1	13	27.4	81	27.3	22	24.7
461	1.2	-0.75	0	27.2	81.6	27.2	22	24.6
462	1.25	-0.65	13	27.3	80	27.3	22	24.6
463	1.5	1.4	33	27.3	82.4	27.7	21.9	24.5
